"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path"
"true","full_screen","d08112023hr1354","fullscreen","0","1916","0.0-0.0-0.0","1","20023","1","","","","","","","","",""
"","get_id","","survey-text","1","5836","0.0-0.0-1.0","1","20023","1","3915","{""Q0"":""1"",""Q1"":""1""}","","","","","","",""
"","ratings_instructions","","instructions","2","7568","0.0-1.0-0.0-0.0","1","20023","1","1687","","[{""page_index"":0,""viewing_time"":1266},{""page_index"":1,""viewing_time"":421}]","","","","","",""
"","rating_comprehension_check","","survey-multi-choice","3","10366","0.0-1.0-0.0-1.0","1","20023","1","2793","{""Q0"":""True"",""Q1"":""Mouse""}","","0","","","","",""
"","","","html-keyboard-response","4","11112","0.0-1.0-1.0","1","20023","1","741","","","","68","","","",""
"","rating","","html-slider-response","5","12169","0.0-1.0-2.0","1","20023","1","1050","","","","","50","0","23","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg"
"","rating","","html-slider-response","6","12322","0.0-1.0-3.0","1","20023","1","147","","","","","50","1","17","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg"
"","rating","","html-slider-response","7","12474","0.0-1.0-4.0","1","20023","1","146","","","","","50","2","10","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg"
"","rating","","html-slider-response","8","12717","0.0-1.0-5.0","1","20023","1","238","","","","","50","3","37","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg"
"","rating","","html-slider-response","9","12877","0.0-1.0-6.0","1","20023","1","156","","","","","50","4","12","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg"
"","rating","","html-slider-response","10","13032","0.0-1.0-7.0","1","20023","1","150","","","","","50","5","13","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg"
"","rating","","html-slider-response","11","13184","0.0-1.0-8.0","1","20023","1","148","","","","","50","6","46","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg"
"","rating","","html-slider-response","12","13339","0.0-1.0-9.0","1","20023","1","150","","","","","50","7","0","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg"
"","rating","","html-slider-response","13","13499","0.0-1.0-10.0","1","20023","1","155","","","","","50","8","42","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg"
"","rating","","html-slider-response","14","13655","0.0-1.0-11.0","1","20023","1","152","","","","","50","9","29","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg"
"","rating","","html-slider-response","15","13803","0.0-1.0-12.0","1","20023","1","143","","","","","50","10","45","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg"
"","rating","","html-slider-response","16","13963","0.0-1.0-13.0","1","20023","1","155","","","","","50","11","16","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg"
"","rating","","html-slider-response","17","14222","0.0-1.0-14.0","1","20023","1","255","","","","","50","12","35","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg"
"","rating","","html-slider-response","18","14383","0.0-1.0-15.0","1","20023","1","156","","","","","50","13","8","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg"
"","rating","","html-slider-response","19","14550","0.0-1.0-16.0","1","20023","1","163","","","","","50","14","18","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg"
"","rating","","html-slider-response","20","14727","0.0-1.0-17.0","1","20023","1","170","","","","","50","15","6","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg"
"","rating","","html-slider-response","21","14904","0.0-1.0-18.0","1","20023","1","171","","","","","50","16","2","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg"
"","rating","","html-slider-response","22","15124","0.0-1.0-19.0","1","20023","1","214","","","","","50","17","33","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg"
"","rating","","html-slider-response","23","15301","0.0-1.0-20.0","1","20023","1","170","","","","","50","18","25","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg"
"","rating","","html-slider-response","24","15467","0.0-1.0-21.0","1","20023","1","162","","","","","50","19","4","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg"
"","rating","","html-slider-response","25","15632","0.0-1.0-22.0","1","20023","1","161","","","","","50","20","11","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg"
"","rating","","html-slider-response","26","15798","0.0-1.0-23.0","1","20023","1","161","","","","","50","21","47","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg"
"","rating","","html-slider-response","27","15969","0.0-1.0-24.0","1","20023","1","167","","","","","50","22","39","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg"
"","rating","","html-slider-response","28","16143","0.0-1.0-25.0","1","20023","1","170","","","","","50","23","3","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg"
"","rating","","html-slider-response","29","16317","0.0-1.0-26.0","1","20023","1","169","","","","","50","24","34","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg"
"","rating","","html-slider-response","30","16475","0.0-1.0-27.0","1","20023","1","153","","","","","50","25","27","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg"
"","rating","","html-slider-response","31","16645","0.0-1.0-28.0","1","20023","1","164","","","","","50","26","43","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg"
"","rating","","html-slider-response","32","16805","0.0-1.0-29.0","1","20023","1","155","","","","","50","27","40","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg"
"","rating","","html-slider-response","33","16976","0.0-1.0-30.0","1","20023","1","165","","","","","50","28","38","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg"
"","rating","","html-slider-response","34","17131","0.0-1.0-31.0","1","20023","1","149","","","","","50","29","9","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg"
"","rating","","html-slider-response","35","17303","0.0-1.0-32.0","1","20023","1","166","","","","","50","30","19","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg"
"","rating","","html-slider-response","36","17476","0.0-1.0-33.0","1","20023","1","170","","","","","50","31","24","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg"
"","rating","","html-slider-response","37","17824","0.0-1.0-34.0","1","20023","1","344","","","","","50","32","14","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg"
"","rating","","html-slider-response","38","17980","0.0-1.0-35.0","1","20023","1","152","","","","","50","33","44","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg"
"","rating","","html-slider-response","39","18151","0.0-1.0-36.0","1","20023","1","166","","","","","50","34","15","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg"
"","rating","","html-slider-response","40","18323","0.0-1.0-37.0","1","20023","1","167","","","","","50","35","1","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg"
"","rating","","html-slider-response","41","18493","0.0-1.0-38.0","1","20023","1","167","","","","","50","36","22","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg"
"","rating","","html-slider-response","42","18667","0.0-1.0-39.0","1","20023","1","169","","","","","50","37","26","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg"
"","rating","","html-slider-response","43","18854","0.0-1.0-40.0","1","20023","1","182","","","","","50","38","31","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg"
"","rating","","html-slider-response","44","19030","0.0-1.0-41.0","1","20023","1","171","","","","","50","39","36","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg"
"","rating","","html-slider-response","45","19191","0.0-1.0-42.0","1","20023","1","157","","","","","50","40","28","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg"
"","rating","","html-slider-response","46","19363","0.0-1.0-43.0","1","20023","1","168","","","","","50","41","20","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg"
"","rating","","html-slider-response","47","19543","0.0-1.0-44.0","1","20023","1","175","","","","","50","42","41","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg"
"","rating","","html-slider-response","48","19729","0.0-1.0-45.0","1","20023","1","181","","","","","50","43","7","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg"
"","rating","","html-slider-response","49","19907","0.0-1.0-46.0","1","20023","1","173","","","","","50","44","5","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg"
"","rating","","html-slider-response","50","20093","0.0-1.0-47.0","1","20023","1","181","","","","","50","45","30","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg"
"","rating","","html-slider-response","51","20255","0.0-1.0-48.0","1","20023","1","158","","","","","50","46","32","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg"
"","rating","","html-slider-response","52","20429","0.0-1.0-49.0","1","20023","1","170","","","","","50","47","21","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg"
